ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b799,AI,Modern Minimalist with Flat Roof,"A sleek, modern house with a crisp white facade, featuring large, rectangular windows, a flat roof, and a wraparound balcony overlooking a serene pool and landscaped garden.",,,,
b800,AI,Mediterranean Townhouse with Arched Entry,"A charming Mediterranean-style townhouse with a light-colored stucco facade, accented by dark brown trim and a terracotta-tiled roof, features a grand arched entrance, a balcony overlooking the street, and elegant wrought-iron railings.",,,,
b801,AI,Modern Minimalist Mansion with Stone Facade and Wood Accents,"A contemporary mansion with a minimalist design featuring a stone facade, wood accents, a flat roof, large glass windows, and a double-height entrance.",,,,
b802,AI,Neoclassical Mansion with Arched Windows and Stone Facade,"A grand neoclassical mansion featuring a stone facade, arched windows, a tiled roof, ornate balconies, and a central double-door entrance.",,,,
b803,AI,Contemporary Wood-Clad Residence with Large Windows,"A modern home with a wood-clad exterior, a flat roof, large glass windows, and a spacious outdoor living area.",,,,
b804,AI,Georgian-Style Mansion with Brick Facade and Steep Roof,"A grand Georgian-style mansion featuring a red brick facade, a steep gabled roof, white columns, and symmetrical windows.",,,,
b805,AI,Colonial Revival House with Brick Facade and Hip Roof,"A Colonial Revival-style house with a red brick facade, a hip roof, white columns, and a prominent front porch.",,,,
b806,AI,Mediterranean-Style Mansion with Stone Facade and Tiled Roof,"A Mediterranean-style mansion featuring a stone facade, a tiled roof, arched windows, intricate detailing, and a central double-door entrance.",,,,
b807,AI,Victorian-Style Brick House with Green Trim,"A Victorian-style house with a red brick facade, a steeply pitched roof, green trim, and a front porch with columns.",,,,
b808,AI,Italianate-Style Building with Arched Windows and Green Trim,"An Italianate-style building featuring a stucco facade, arched windows, green trim, ornate balconies, and a central double-door entrance.",,,,
b809,AI,Neoclassical Mansion with Arched Windows and Terracotta Roof,"A grand neoclassical mansion featuring a beige facade, arched windows, a terracotta tiled roof, ornate balconies, and a central double-door entrance.",,,,
b810,AI,Neoclassical Townhouse with Arched Windows and Taupe Facade,"A neoclassical townhouse featuring a taupe facade, arched windows, ornate balconies, a flat roof, and a central double-door entrance.",,,,
b811,AI,Victorian-Style House with Peach Facade and Wraparound Porch,"A Victorian-style house with a peach-colored facade, a steeply pitched roof, white trim, and a wraparound front porch.",,,,
b812,AI,Tudor-Style Cottage with Stone Facade and Timber Framing,"A charming Tudor-style cottage featuring a stone facade, timber framing, a steeply pitched roof with decorative half-timbering, and arched windows.",,,,
b813,AI,Neoclassical Mansion with Limestone Facade and Slate Roof,"A grand neoclassical mansion featuring a limestone facade, a slate roof, arched windows, ornate detailing, and a central double-door entrance.",,,,
b814,AI,Victorian Villa with Brick Facade and Steep Roof,"A grand Victorian villa featuring a red brick facade, a steeply pitched slate roof, tall chimneys, bay windows, and a central double-door entrance.",,,,
b815,AI,Colonial Revival House with Mint Green Facade and Green Roof,"A Colonial Revival-style house with a mint green facade, a green gabled roof, white trim, and a prominent front porch with columns.",,,,
b816,AI,East Asian-Inspired Mansion with Terracotta Roof and Wood Accents,"A grand mansion with an East Asian-inspired design featuring a terracotta tiled roof, wood accents, a beige facade, ornate detailing, and a central double-door entrance.",,,,
b817,AI,Colonial Revival Mansion with Brick Facade and Dark Roof,"A grand Colonial Revival mansion featuring a red brick facade, a dark slate roof, black trim, and a prominent front porch with columns.",,,,
b818,AI,Victorian-Style House with Green Facade and Wood Trim,"A Victorian-style house with a green facade, brown wood trim, a steeply pitched roof, and a front porch with columns.",,,,
b819,AI,Victorian-Style Brick Row House with Mansard Roof,"A Victorian-style brick row house featuring a mansard roof, multiple stories, and a prominent front porch with steps.",,,,
b820,AI,Tudor-Style House with Brick Facade and Timber Framing,"A charming Tudor-style house featuring a brick facade, timber framing, a steeply pitched roof with decorative half-timbering, and arched windows.",,,,
b821,AI,Georgian-Style Mansion with Brick Facade and Slate Roof,"A grand Georgian-style mansion featuring a red brick facade, a slate roof, white columns, and symmetrical windows.",,,,
b822,AI,Tudor Revival Mansion with Stone Facade and Timber Framing,"A grand Tudor Revival mansion featuring a stone facade, timber framing, a steeply pitched roof with decorative half-timbering, and arched windows.",,,,
b823,AI,Tudor Revival Mansion with Stone Facade and Timber Framing,"A grand Tudor Revival mansion featuring a stone facade, timber framing, a steeply pitched roof with decorative half-timbering, and arched windows.",,,,
b824,AI,Victorian Farmhouse with Red Facade and Gambrel Roof,"A Victorian-style farmhouse featuring a red facade, a gambrel roof with dormers, white trim, and a wraparound front porch.",,,,
b825,AI,Neoclassical Mansion with White Facade and Slate Roof,"A grand neoclassical mansion featuring a white facade, a slate roof, columns, ornate detailing, and a central double-door entrance.",,,,
b826,AI,French Baroque Townhouse with Yellow Facade and Green Shutters,"A French Baroque townhouse featuring a yellow facade, green shutters, a slate roof, ornate detailing, and a central arched doorway with columns.",,,,
b827,AI,Modern Minimalist House with Brick Accent Wall,"A contemporary house with a minimalist design featuring a gray facade, a brick accent wall, a flat roof, large windows, and a small front porch.",,,,
b828,AI,Modern Ranch House with Stone and Wood Facade,"A modern ranch house featuring a stone and wood facade, a sloped roof, large windows, and a double-car garage door.",,,,
b829,AI,Craftsman-Style Bungalow with Wood Facade and Gabled Roof,"A Craftsman-style bungalow featuring a wood facade, a gabled roof with overhanging eaves, large windows, and a prominent front porch with exposed rafters.",,,,
b830,AI,Prairie-Style House with Green Facade and Wood Accents,"A Prairie-style house featuring a green facade, wood accents, a flat roof with overhangs, large windows, and a low-pitched roof.",,,,
b831,AI,Contemporary Farmhouse with Red Facade and Black Roof,"A contemporary farmhouse featuring a red facade, a black shingle roof, large windows, a balcony, and a front porch with white railings.",,,,
b832,AI,Modern Barn House with Wood Facade and Pitched Roof,"A modern barn house featuring a wood facade, a pitched roof, large windows with vertical wooden slats, and a spacious outdoor deck.",,,,
b833,AI,Contemporary Brick House with Modern Extension,"A contemporary house featuring a brick facade, a flat roof with a pitched extension, large windows, and a balcony on the second floor.",,,,
b834,AI,Rustic Mansion with Stone Facade and Wood Accents,"A grand rustic mansion featuring a stone facade, wood accents, a steeply pitched roof, large windows, and a wraparound porch with columns.",,,,
b835,AI,Modern Brick Cube House with Black Roof,"A modern cube-shaped house with a brick facade, a black tiled roof, large windows, and a single entrance door.",,,,
b836,AI,Mediterranean-Style Mansion with Stone Facade and Terracotta Roof,"A grand Mediterranean-style mansion featuring a stone facade, a terracotta tiled roof, arched windows, intricate detailing, a wraparound balcony, and a central double-door entrance.",,,,
b837,AI,Victorian-Style Brick Mansion with Mansard Roof,"A grand Victorian-style mansion featuring a red brick facade, a mansard roof, black trim, arched windows, and a central double-door entrance.",,,,
b838,AI,Tudor Revival Mansion with Stone Facade and Timber Framing,"A grand Tudor Revival mansion featuring a stone facade, timber framing, a steeply pitched roof with decorative half-timbering, and arched windows.",,,,
b839,AI,Colonial Revival House with White Facade and Mansard Roof,"A Colonial Revival-style house featuring a white facade, a mansard roof with dormers, white columns, and a prominent front porch.",,,,
b840,AI,Neoclassical Mansion with Beige Facade and Slate Roof,"A grand neoclassical mansion featuring a beige facade, a slate roof, columns, ornate detailing, and a central double-door entrance with a balcony above.",,,,
b841,AI,Victorian Elegance with a Modern Twist,Victorian Elegance with a Modern Twist,,,,
b842,AI,Modern Minimalism with Natural Warmth,"A sleek, contemporary home with a wood-clad facade and large, floor-to-ceiling windows offers a minimalist aesthetic while incorporating natural elements like stone and greenery, creating a harmonious and inviting living space.",,,,
b843,AI,Rustic Modern Farmhouse Charm,"A cozy farmhouse-style home with a wood-clad facade, featuring a pitched roof with dark shingles, large windows with black frames, and a stone-paved driveway, exudes a rustic yet modern aesthetic.",,,,
b844,AI,Contemporary Cabin Retreat,"A modern cabin with a wood-clad facade, featuring a pitched roof with dark shingles, large windows with black frames, and a spacious deck overlooking a serene natural setting, offers a peaceful and secluded escape.",,,,
b845,AI,Modern Mountainside Retreat,"A contemporary home with a dark, wood-clad facade, featuring a striking angular roofline, large windows with a geometric frame, and a wood-paneled garage door, offers a stylish and functional living space nestled in a forested setting.",,,,
b846,AI,Classic Victorian House,"A classic Victorian-style house with a beige facade, adorned with intricate woodwork and topped by a steep, gabled roof with dark shingles, features large bay windows and a wraparound porch, creating a welcoming and inviting atmosphere.",,,,
b847,AI,Tudor Revival House,"A Tudor Revival-style home with a stucco facade, adorned with half-timbering accents and a steeply pitched roof with dark shingles, features large, arched windows with leaded panes, creating a timeless and sophisticated ambiance.",,,,
b848,AI,Modern Minimalist Tiny Home,"A sleek, contemporary tiny home with a light-colored facade, featuring a flat roof, large windows with black frames, and exposed wooden beams, offers a minimalist and efficient living space with a focus on open-plan design and natural light.",,,,
b849,AI,Sustainable Modern Farmhouse,"A modern farmhouse with a wood-clad facade, featuring a pitched roof with dark shingles, large windows with black frames, solar panels, and a green roof, showcases a sustainable and eco-friendly design.",,,,
b850,AI,Modern Concrete Minimalist House,"A contemporary home with a concrete facade, featuring large windows with black frames, a wooden balcony with slatted railings, and a sleek swimming pool, exudes a minimalist and sophisticated aesthetic.",,,,
b851,AI,Sustainable Modern Minimalist House,"A contemporary home with a concrete facade, featuring a flat roof with solar panels, large windows with wooden frames, and a wooden balcony, offers a sustainable and minimalist design integrated seamlessly into a natural setting.",,,,
b852,AI,Modern Minimalist with Wood Accents,"A contemporary home with a wood-clad facade featuring vertical slats, large windows with black frames, and a flat roof, offers a minimalist aesthetic with a touch of natural warmth.",,,,
b853,AI,Modern Cabin with Wood Elements,"A contemporary cabin with a wood-clad facade, featuring a pitched roof with dark shingles, large windows with black frames, and a green wall, offers a minimalist and sustainable living space nestled in a natural setting.",,,,
b854,AI,Contemporary Farmhouse with Modern Touches,"A contemporary farmhouse with a white facade, featuring a pitched roof with dark shingles, large windows with black frames, a wooden balcony, and a detached garage, offers a blend of rustic charm and modern elegance.",,,,
b855,AI,Modern Minimalism with Natural Accents,"A contemporary home with a concrete facade, featuring a wooden slatted wall, large windows with black frames, and a wooden balcony, offers a minimalist aesthetic with a touch of natural warmth.",,,,
b856,AI,Modern Minimalist Retreat,"A contemporary home with a wood-clad facade, featuring a pitched roof with dark shingles, large windows with black frames, a spacious outdoor deck, and a minimalist design, offers a serene and inviting retreat surrounded by nature.",,,,
b857,AI,Sustainable Modern Home with Green Roof,"A contemporary home with a wood-clad facade, featuring a green roof, large windows with black frames, and a spacious outdoor deck, offers a sustainable and eco-friendly living space with a focus on natural materials and energy efficiency.",,,,
b858,AI,Modern Minimalist with Wood Elements and Roof,"A contemporary home with a concrete facade, featuring a wooden slatted roof, large windows with black frames, and a spacious outdoor living area with a Zen-inspired garden, offers a minimalist and serene living space.",,,,
b859,AI,Modern Minimalist Retreat,"A contemporary home with a wood-clad facade, featuring a flat roof, large windows with black frames, a wooden balcony, and a spacious outdoor terrace, offers a minimalist and inviting retreat surrounded by nature.",,,,
b860,AI,Modern Minimalist with Exposed Structure,"A contemporary home with a concrete and wood-clad facade, featuring a flat roof, large windows with black frames, and an exposed interior structure, offers a minimalist and open-plan living space with a focus on natural light and connection to the outdoors.",,,,
b861,AI,Modern Minimalist Cabin Retreat,"A contemporary cabin with a wood-clad facade, featuring a flat roof, large windows with black frames, and a wooden slatted wall, offers a minimalist and sustainable living space nestled in a lush forest setting.",,,,
b862,AI,Modern White Concrete Minimalist House,"A contemporary home with a concrete facade, featuring large windows with black frames, a wooden balcony, and a sleek swimming pool, exudes a minimalist and sophisticated aesthetic.",,,,
b863,AI,Modern Minimalist with Natural Textures,"A contemporary home with a gray stone facade, featuring a pitched roof with dark shingles, large windows with black frames, and a wooden slatted wall, offers a minimalist aesthetic with a touch of natural texture.",,,,
b864,AI,Modern White Concrete Minimalist House,"A contemporary home with a concrete facade, featuring large windows with black frames, a flat roof, and a raised foundation, offers a minimalist and open-plan living space with a focus on natural light and connection to the surrounding landscape.",,,,
b865,AI,Modern Sustainable Home with Blue Facade,"A contemporary home with a blue facade, featuring a pitched roof, large windows with black frames, a wooden balcony, and exposed structural elements, showcasing a sustainable and eco-friendly design.",,,,
b866,AI,Modern Mediterranean Villa,"A contemporary villa with a bright yellow facade, featuring a flat roof with dark shingles, large windows with black frames, and a wooden slatted wall, exudes a Mediterranean-inspired aesthetic with a modern twist.",,,,
b867,AI,Modern Minimalist with Natural Warmth,"A contemporary home with a wood-clad facade, featuring a flat roof, large windows with black frames, a wooden balcony, and a swimming pool, offers a minimalist aesthetic with a touch of natural warmth.",,,,
b868,AI,Sustainable Modern Home with Green Roof,"A contemporary home with a wood-clad facade, featuring a green roof, large windows with black frames, and a spacious outdoor deck, offers a sustainable and eco-friendly living space with a focus on natural materials and energy efficiency.",,,,
b869,AI,Modern Minimalist House with Maple Wood Facade,"A contemporary home with a wood-clad facade, featuring a flat roof, large windows with black frames, and a spacious outdoor terrace, offers a minimalist aesthetic with a touch of natural warmth.",,,,
b870,AI,Modern Minimalist with Wood Accents,"A contemporary home with a wood-clad facade featuring vertical slats, large windows with black frames, and a flat roof, offers a minimalist aesthetic with a touch of natural warmth.",,,,
b871,AI,Modern Minimalist House with Wood-Clad Facade,"This contemporary home features a clean, minimalist design with a striking wood-clad facade, complemented by large glass windows and a flat roof.",,,,
b872,AI,Contemporary Residence with Wood-Accented Facade,"This modern home showcases a sleek design with a wood-accented facade, complemented by a pitched roof, large glass windows, and a balcony on the upper level.",,,,
b873,AI,Modern Cabin with Wood-Shingled Roof,"This contemporary cabin features a rustic exterior with wood-shingled roofing, contrasting with sleek black accents and large glass windows that offer ample natural light.",,,,
b874,AI,Contemporary Residence with Concrete and Wood Facade,"This modern home showcases a sleek design with a concrete and wood-accented facade, complemented by a flat roof, expansive glass windows, and a balcony overlooking the surrounding landscape.",,,,
b875,AI,Modern Farmhouse with Stone and Glass Facade,"This contemporary farmhouse features a striking combination of stone and glass, accented by a black metal roof and large windows that offer panoramic views of the surrounding natural environment.",,,,
b876,AI,Contemporary Residence with Stone and Wood Facade,"This modern home showcases a sleek design with a combination of stone and wood cladding, accented by a pitched roof, large glass windows, and a patio overlooking a swimming pool.",,,,
b877,AI,Modern Residence with Wood-Accented Facade,"This contemporary home features a sleek design with a wood-accented facade, complemented by large glass windows, a flat roof, and a spacious outdoor terrace.",,,,
b878,AI,Sustainable A-Frame Home,"This eco-friendly A-frame home features a wood-clad facade, complemented by a pitched roof with solar panels, large glass windows, and a spacious outdoor deck.",,,,
b879,AI,Contemporary Residence with Dark-Colored Facade,"This modern home showcases a sleek design with a dark-colored facade, complemented by a pitched roof, large glass windows, and a rooftop garden.",,,,
b880,AI,Modern Sloped-Roof Home with Blue Facade,"This contemporary residence features a striking blue facade, complemented by a sloped wooden roof, large glass windows, and a balcony overlooking the surrounding landscape.",,,,
b881,AI,Modern Residence with Black-Faced Roof and Wood Accents,"This contemporary home showcases a sleek design with a black-faced roof, complemented by a wood-accented facade, large glass windows, and a lush green garden.",,,,
b882,AI,Sustainable Modern Home,"This eco-friendly residence features a concrete facade, complemented by a sloped roof with solar panels, large glass windows, and a balcony overlooking a lush green garden.",,,,
b883,AI,Modern Residence with Terracotta Roof,"This contemporary home showcases a sleek design with a terracotta-tiled roof featuring solar panels, a wood-accented facade, large glass windows, and a spacious outdoor terrace.",,,,
b884,AI,Sustainable Modern Home with Solar Panels,"This eco-friendly residence features a wood-clad facade, complemented by a pitched roof with solar panels, large glass windows, and a green roof terrace overlooking a lush garden.",,,,
b885,AI,Organic Modern Home with Earthen Walls and Bamboo Accents,"This eco-friendly residence features a curved, earthen facade with bamboo accents, complemented by a unique roofline, large glass windows, and a stone retaining wall, all set against a backdrop of wind turbines.",,,,
b886,AI,Modern Cabin with Wood-Shingled Roof and Solar Panels,"This contemporary cabin features a rustic exterior with wood-shingled roofing, complemented by solar panels, large glass windows, and a spacious outdoor patio surrounded by lush greenery.",,,,
b887,AI,Modern A-Frame Cabin,"This contemporary cabin features a wood-shingled roof with solar panels, complemented by large glass windows, a spacious outdoor deck, and lush greenery surrounding the property.",,,,
b888,AI,Modern Residence with Wood-Clad Facade and Expansive Windows,"This contemporary home showcases a sleek design with a wood-clad facade, complemented by a green roof, large glass windows, and a spacious outdoor terrace overlooking lush greenery.",,,,
b889,AI,Modern Minimalist House with Wood-Clad Facade,"This contemporary home features a clean, minimalist design with a striking wood-clad facade, complemented by large glass windows and a flat roof.",,,,
b890,AI,Modern Elevated House with Wood-Clad Facade,"This contemporary home features a sleek design with a wood-clad facade, elevated above a lush green landscape and featuring a large pool and expansive glass windows.",,,,
b891,AI,Sustainable Modern Home with Floor-to-Ceiling Roof,,,,,
b892,AI,Modern Eco-Friendly House with Green Roof,"This contemporary home features a sleek design with a green roof, large glass windows, and a wood-clad facade, seamlessly blending into the surrounding natural environment.",,,,
b893,AI,Sustainable Modern Villa,"This eco-friendly villa features a wood-clad facade, complemented by a rooftop covered in solar panels and greenery, large glass windows, and a spacious outdoor terrace overlooking lush tropical surroundings.",,,,
b894,AI,Sustainable A-Frame Home with Solar Panels,"This eco-friendly A-frame home features a wood-clad facade, complemented by a pitched roof with solar panels, large glass windows, and a spacious outdoor deck.",,,,
b895,AI,Modern Eco-Friendly House with Green Facade,"This contemporary home features a wood-clad facade adorned with lush greenery, complemented by a sloped roof, large glass windows, and a balcony overlooking a landscaped garden.",,,,
b896,AI,Modern Cabin with Wood-Shingled Roof,"This contemporary cabin features a rustic exterior with wood-shingled roofing, contrasting with sleek black accents and large glass windows that offer ample natural light.",,,,
b897,AI,Sustainable Tiny Home with Solar Panels,"This eco-friendly tiny home features a wood-clad facade, complemented by a green roof with solar panels, large glass windows, and a spacious outdoor deck.",,,,
b898,AI,Sustainable Modern Villa with Stone Facade,"This eco-friendly villa features a stone facade, complemented by a pitched roof with solar panels, large glass windows, and a spacious outdoor terrace overlooking a pool and lush greenery.",,,,
b899,AI,Contemporary Elegance with Warm Wood Accents,"A modern two-story residence with a clean white facade, featuring a wood-paneled second floor, large floor-to-ceiling windows, and a minimalist balcony with slatted wood railings.",,,,
b900,AI,Modern Eco-Friendly House with Green Roof,"This contemporary home features a sleek design with a green roof, large glass windows, and a wood-clad facade, seamlessly blending into the surrounding natural environment.",,,,
b901,AI,Colonial Revival Mansion with Brick Facade and Slate Roof,"A classic Colonial Revival mansion showcases a red brick facade, white columns, black shutters, and a slate roof, creating a timeless and elegant exterior.",,,,
b902,AI,Richardsonian Romanesque Mansion with Brick and Stucco Facade,"A grand Richardsonian Romanesque mansion features a combination of red brick and stucco facades, a prominent tower, arched windows, and a slate roof, exuding a sense of grandeur and historical significance.",,,,
b903,AI,Neoclassical Mansion with White Stucco Facade,"A majestic Neoclassical mansion showcases a white stucco facade, grand columns, a pedimented portico, and a dark slate roof, exuding timeless elegance and sophistication.",,,,
b904,AI,Contemporary Mansion with White Stucco Facade,"A modern mansion features a sleek white stucco facade, large black-framed windows, a flat roof, and a reflecting pool, creating a sophisticated and minimalist aesthetic.",,,,
b905,AI,Neoclassical Mansion with White Stucco Facade,"A grand Neoclassical mansion showcases a white stucco facade, Doric columns, a pedimented portico, and a dark slate roof, exuding timeless elegance and sophistication.",,,,
b906,AI,Neoclassical Mansion with Yellow Facade and Red Roof,"A Neoclassical mansion with a bright yellow facade, red tiled roof, white columns, and arched windows stands amidst a picturesque autumn landscape.",,,,
b907,AI,Modern A-Frame House with Black Facade,"A contemporary A-frame house features a black metal facade, large glass windows, a pitched roof, and a spacious outdoor terrace, creating a dramatic and minimalist aesthetic.",,,,
b908,AI,Modern Black House with Large Glass Windows,"A modern black house with a pitched roof, large sliding glass windows, and a wooden terrace blends seamlessly into its forested surroundings.",,,,
b909,AI,Modern Cabin with Gray Metal Cladding,"A modern cabin features gray metal cladding, large sliding glass windows, a flat roof, and a concrete patio, creating a minimalist and sustainable design.",,,,
b910,AI,Modern Black House with Corrugated Metal Facade,"A contemporary black house with a corrugated metal facade, large glass windows, and a flat roof features a cantilevered second floor and a spacious outdoor living area.",,,,
b911,AI,Modern Cabin with Gray Metal Cladding and Wood Accents,"A modern cabin features gray metal cladding, wooden accents, large sliding glass windows, and a spacious outdoor patio, creating a contemporary and sustainable design.",,,,
b912,AI,Modern House with Wood and Metal Facade,"A modern house features a combination of wood and metal cladding, large glass windows, a sloped roof, and a green roof terrace, creating a sustainable and contemporary design.",,,,
b913,AI,Modern Green House with Cantilevered Design,"A contemporary green house with a cantilevered second floor, large glass windows, and a flat roof features a modern and sustainable design nestled on a hillside.",,,,
b914,AI,Modern Desert House with Metal and Wood Facade,"A contemporary desert house features a metal facade with wood accents, large sliding glass windows, a flat roof, and a swimming pool, creating a minimalist and sustainable design.",,,,
b915,AI,Modern Black House with Geometric Facade,"A modern black house with a geometric facade, large glass windows, and a flat roof features a minimalist and contemporary design nestled among the trees.",,,,
b916,AI,Modern Black House with Geometric Facade and Large Window,"A modern black house with a geometric facade, a large angled window, and a flat roof stands out against the snowy landscape and surrounding forest.",,,,
b917,AI,Modern Farmhouse with Blue Facade and Wood Accents,"A modern farmhouse features a blue wood-clad facade, a wood-framed porch, large glass windows, and a contrasting black roof, creating a contemporary and inviting design.",,,,
b918,AI,Modern White House with Black Accents,A modern white house with black window frames and a flat roof features a cantilevered second floor and a spacious outdoor living area with a pool.,,,,
b919,AI,Modern Geometric House with Gray Facade and Wood Accents,"A modern house with a geometric facade, gray cladding, wood accents, large glass windows, and a cantilevered second floor creates a striking and unique design amidst a lush green setting.",,,,
b920,AI,Modern Cabin with Wood Facade and Pitched Roof,"A modern cabin with a dark wood facade, pitched roof, large glass windows, and a spacious deck offers stunning mountain views and a secluded retreat.",,,,
b921,AI,Sleek Modern House with Warm Wooden Accents,"A contemporary two-story house with a flat roof features a striking facade of dark-toned stone and wood panels, complemented by large floor-to-ceiling windows and a welcoming wooden porch.",,,,
b922,AI,Contemporary Two-Story House with Modern Facade,"A sleek, two-story modern home features a gray wood exterior, large windows with black frames, and a flat roof with a slight overhang, creating a striking and contemporary look.",,,,
b923,AI,Modern Cabin with Gray Metal Siding and Wood Deck,"A contemporary cabin with a gray metal facade features large sliding glass doors leading to a spacious wooden deck, offering a seamless connection between indoor and outdoor living.",,,,
b924,AI,Modern Home with Gray Metal Siding and Sliding Doors,"A contemporary residence with a gray metal exterior features large sliding glass doors that open onto a spacious wooden deck, creating a seamless transition between indoor and outdoor living spaces.",,,,
b925,AI,Deconstructivist House with Concrete Exterior,"A deconstructivist house with a unique, angular shape features a concrete exterior, large windows with wooden frames, and a flat roof, creating a visually striking and modern design.",,,,
b926,AI,Modern Building with Geometric Facade,"A sleek, modern building with a geometric facade features dark-toned exterior panels, large floor-to-ceiling windows, and a flat roof, creating a striking and contemporary urban presence.",,,,
b927,AI,Brutalist-style Building,"A towering, Brutalist building with a beige concrete facade and a flat roof stands starkly against the backdrop of a vast, arid desert landscape.",,,,
b928,AI,Minimalist Concrete Pavilion with Wooden Accents,"A minimalist pavilion with a concrete roof and walls features a wooden slatted facade and a serene green garden, creating a peaceful and contemplative atmosphere.",,,,
b929,AI,Surreal Modern Building with Geometric Accents,"A surreal, minimalist building with a concrete exterior, large glass windows, and a flat roof is juxtaposed against a stark desert landscape and a bold red and yellow backdrop, creating a striking and thought-provoking composition.",,,,
b930,AI,Brutalism-Inspired Tower with Orange Accents,"A Brutalist-inspired tower with a concrete exterior and a flat roof features orange accents on the lower levels, creating a striking contrast against the building's overall gray palette.",,,,
b931,AI,Brutalist House with Geometric Facade,"A Brutalist-style house with a geometric facade features large windows, a flat roof, and a concrete exterior, creating a stark and imposing urban presence.",,,,
b932,AI,Fluid Concrete Building with Curving Facade,"A futuristic, fluid building with a curved concrete facade features large glass windows and a unique, organic shape, creating a visually striking and modern architectural statement.",,,,
b933,AI,Art Deco Building with Symmetrical Facade,"A tall, Art Deco building with a symmetrical facade features beige exterior walls, a flat roof, and rows of large windows, creating a classic and elegant urban presence.",,,,
b934,AI,Minimalist Desert House with Concrete Exterior,"A low-slung, minimalist house with a concrete exterior and a flat roof sits starkly in a vast desert landscape, blending seamlessly with its arid surroundings.",,,,
b935,AI,Modern Desert House with Concrete and Wood Facade,"A contemporary two-story house with a flat concrete roof features a minimalist exterior of beige concrete and wood panels, complemented by large windows and a spacious terrace overlooking a desert landscape.",,,,
b936,AI,Futuristic Concrete House with Panoramic Views,"A futuristic, two-story house with a concrete exterior features large glass walls offering panoramic city views, while a stone base and a flat roof add a touch of natural and modern elements.",,,,
b937,AI,Modern Concrete House with Geometric Design,"A futuristic, two-story house with a concrete exterior features a geometric design with large glass windows, a flat roof, and a cantilevered second floor, creating a striking and modern presence in a lush, forested landscape.",,,,
b938,AI,Organic Concrete House with Curving Facade,"A modern, organic house with a curved concrete facade features large glass windows, a flat roof, and a seamless integration with the surrounding natural landscape.",,,,
b939,AI,Modern House with Wooden Facade and Flat Roof,"A contemporary, single-story house with a flat roof features a striking facade of vertical wooden planks, complemented by large glass windows and a spacious terrace.",,,,
b940,AI,Modern Concrete House with Panoramic City Views,"A contemporary, two-story house with a concrete exterior features large glass windows offering panoramic city views, a flat roof, and a cantilevered second floor, creating a striking and modern urban residence.",,,,
b941,AI,Modern Desert House with Curving Roof,"A contemporary, two-story house with a curved roof features a beige stucco exterior, large windows with black frames, and a minimalist design that blends seamlessly with the arid desert landscape.",,,,
b942,AI,Modern House with Concrete and Wood Facade,"A contemporary two-story house with a flat roof features a striking facade of dark-toned concrete and wooden panels, complemented by large floor-to-ceiling windows and a welcoming entranceway.",,,,
b943,AI,Modern house with Concrete and Glass Facade,"A contemporary house with a concrete exterior features large glass walls, a flat roof, and a minimalist design that blends seamlessly with the surrounding natural environment.",,,,
b944,AI,Traditional Two-Story House with Stone Facade,"A classic two-story house with a gray stucco facade features a steep, shingled roof, white columns, and large windows, creating a timeless and elegant appearance.",,,,
b945,AI,Grand Victorian Mansion with Stone Facade,"A magnificent Victorian mansion with a stone facade features ornate detailing, a steep slate roof, and large arched windows, creating a timeless and elegant appearance.",,,,
b946,AI,Elegant Stone Mansion with Copper Roof and Warm-toned Facade,"A stunning Mediterranean-style mansion features a facade of warm-toned stone and brick, complemented by a copper roof, large wooden windows, and lush landscaping.",,,,
b947,AI,Tuscan Villa with Stone Arcades and Terracotta Roof,"A charming Tuscan villa boasts a stone facade, terracotta roof, arched doorways, and large windows, creating a picturesque and inviting atmosphere.",,,,
b948,AI,Gilded Age Mansion with Stone Facade and Slate Roof,"A grand Gilded Age mansion showcases a buff-colored stone facade, slate roof, intricate detailing, and a symmetrical design, exuding elegance and historical significance.",,,,
b949,AI,French Manor with Stone Facade and Slate Roof,"A majestic French-style manor features a stone facade, slate roof, intricate detailing, and a symmetrical design, creating a grand and elegant ambiance.",,,,
b950,AI,French Renaissance Mansion with Stone Facade and Slate Roof,"A grand French Renaissance mansion boasts a buff-colored stone facade, slate roof, intricate detailing, and a symmetrical design, exuding elegance and historical charm.",,,,
b951,AI,Rustic Stone Cottage with Medieval Charm,"A charming stone cottage with a medieval-inspired design features a rustic facade, a wooden door, a balcony with wrought-iron railings, and a slate roof, creating a quaint and inviting atmosphere.",,,,
b952,AI,Cliffside Castle with Stone Facade and Terracotta Roof,"A majestic castle-like residence perched atop a cliff boasts a weathered stone facade, terracotta roof, arched windows, and a sprawling outdoor pool, offering breathtaking ocean views.",,,,
b953,AI,Richardsonian Romanesque Mansion with Brick Facade and Slate Roof,"A grand Richardsonian Romanesque mansion features a red-brick facade, a slate roof, a prominent tower, and intricate detailing, creating a majestic and imposing presence.",,,,
b954,AI,Georgian Mansion with Stone Facade and Slate Roof,"A grand Georgian-style mansion features a warm-toned stone facade, a slate roof, symmetrical windows, and a double-height entrance portico, creating a timeless and elegant appearance.",,,,
b955,AI,Gilded Age Mansion with Limestone Facade and Slate Roof,"A grand Gilded Age mansion showcases a buff-colored limestone facade, slate roof, intricate detailing, and a symmetrical design, exuding elegance and historical significance.",,,,
